﻿#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTDESC36940_NEWS_LONG;$COUNTRY$：一项新约正式对新西兰国家进行了定义，毛利酋长承认了$COUNTRY$的主权，作为回报，政府将为酋长们的地产、庄园、森林和渔场提供法律保护。然而，$COUNTRY_ADJ$与酋长们签署的协议版本实际上是有区别的，这为双方实际达成的共识埋下诸多伏笔——$COUNTRY_ADJ$官方公示的版本宣称，毛利人承认总督对他们具备统治权，然而，同一份文件的毛利语版本则强调了他们应该在更大程度上保留自治地位，准许毛利人自行管理族内事务。;;;;;;;;;;;;x
EVTDESC36940_NEWS_MEDIUM;$COUNTRY$：一项新约正式对新西兰国家进行了定义，毛利酋长承认了$COUNTRY$的主权，作为回报，政府将为酋长们的地产、庄园、森林和渔场提供法律保护。;;;;;;;;;;;;x
EVTDESC36940_NEWS_SHORT;$COUNTRY$：一项新约正式对新西兰国家进行了定义，毛利酋长承认了$COUNTRY$的主权。;;;;;;;;;;;;x
EVTDESC36941_NEWS_LONG;$COUNTRY$：放弃对$COUNTRY_ADJ$的幻想后，毛利酋长霍恩·赫克率其人马多次在科罗拉瑞卡砍倒英国旗帜以示抗议，引发了被后世称为“第一次毛利战争”的旗杆之战。起初，毛利人为他们的胜利欢欣鼓舞，然而，经济形势愈发紧张、粮食储备急剧减少，以及流行病引发的死亡人数增长等恶性后果，迫使毛利酋长们向政府请求停火。虽然$COUNTRY_ADJ$政府依然可以掌控局势，但反叛的毛利酋长们却利用此次事件将自己的地位抬升到前所未有的高度，他们的成功在全体原住民部落中赢得了相当的尊重。;;;;;;;;;;;;x
EVTDESC36941_NEWS_MEDIUM;$COUNTRY$：放弃对$COUNTRY_ADJ$的幻想后，毛利酋长霍恩·赫克率其人马多次在科罗拉瑞卡砍倒英国旗帜以示抗议，引发了被后世称为“第一次毛利战争”的旗杆之战。反叛的毛利酋长们为自己赢得了尊重，但未能推翻$COUNTRY_ADJ$的统治。;;;;;;;;;;;;x
EVTDESC36941_NEWS_SHORT;$COUNTRY$：放弃对$COUNTRY_ADJ$的幻想后，毛利酋长霍恩·赫克率其人马多次在科罗拉瑞卡砍倒英国旗帜以示抗议，引发了被后世称为“第一次毛利战争”的旗杆之战。;;;;;;;;;;;;x
EVTDESC31100_NEWS_LONG;一位$COUNTRY_ADJ$考古学家在安纳托利亚发掘出了失落之城特洛伊的遗迹。这一发现引起考古学界人才倍增，亦使百万民众为之着迷。在发掘希萨利克的山丘时，他发现了许多可以追溯到青铜器时代至罗马时期之间的古老城市。他在当地的发现被命名为“普利阿莫斯的宝藏”，后者大多为$CAPITAL$博物馆所珍藏。据悉，他在考古学上的成就得益于英国外交官弗兰克·卡尔弗特的启发，卡尔弗特曾在当地进行了超过六年的实地考察。;;;;;;;;;;;;x
EVTDESC31100_NEWS_MEDIUM;一位$COUNTRY_ADJ$考古学家在安纳托利亚发掘出了失落之城特洛伊的遗迹。这一发现引起考古学界人才倍增，亦使百万民众为之着迷。在发掘希萨利克的山丘时，他发现了许多可以追溯到青铜器时代至罗马时期之间的古老城市。他在当地的发现被命名为“普利阿莫斯的宝藏”，后者大多为$CAPITAL$博物馆所珍藏。;;;;;;;;;;;;x
EVTDESC31100_NEWS_SHORT;一位$COUNTRY_ADJ$考古学家在安纳托利亚发掘出了失落之城特洛伊的遗迹。这一发现引起考古学界人才倍增，亦使百万民众为之着迷。;;;;;;;;;;;;x
EVTDESC46800_NEWS_LONG;$YEAR$年，一支$COUNTRY_ADJ$探险队发现了印加帝国失落之城马丘比丘的遗迹。马丘比丘建于15世纪上半叶，印加帝国的鼎盛时期，这座城市被广泛认为是印加皇帝帕查库特克的财产，但也有考古学家怀疑它是一处纯粹的宗教场所。秘鲁当地民众指责$COUNTRY_ADJ$探险家们试图把这些文物运回$COUNTRY$实施进一步检查的行为，是在“窃取”他们的历史文化遗产。;;;;;;;;;;;;x
EVTDESC46800_NEWS_MEDIUM;$YEAR$年，一支$COUNTRY_ADJ$探险队发现了印加帝国失落之城马丘比丘的遗迹。马丘比丘建于15世纪上半叶，印加帝国的鼎盛时期，这座城市被广泛认为是印加皇帝帕查库特克的财产。;;;;;;;;;;;;x
EVTDESC46800_NEWS_SHORT;$YEAR$年，一支$COUNTRY_ADJ$探险队发现了印加帝国失落之城马丘比丘的遗迹。马丘比丘建于15世纪上半叶，印加帝国的鼎盛时期。;;;;;;;;;;;;x
EVTDESC110023_NEWS_TITLE;孔雀宝座;;;;;;;;;;;;x
EVTDESC110023_NEWS_LONG;伊朗，世界文明的摇篮——随着国际外交界一致认可波斯跻身世界强权之林，当初的雏鸟如今终能返家栖息。自从多年前我国受到西方影响以来，勤奋的波斯民族已经在文化、工业和军事领域取得了惊人的进步，再也不被鄙夷为落后的野蛮人了。对此，地缘政治学家们表达了他们的顾虑：全新的波斯国家可能企图在亚洲乃至世界范围内进行大幅度的扩张。;;;;;;;;;;;;x
EVTDESC110023_NEWS_MEDIUM;国际外交界一致认可波斯跻身世界强权之林。勤奋的波斯民族已经在文化、工业和军事领域取得了惊人的进步，再也不被鄙夷为肮脏落后的野蛮人了。;;;;;;;;;;;;x
EVTDESC110023_NEWS_SHORT;国际外交界一致认可波斯跻身世界强权之林。勤奋的波斯民族已经取得了惊人的进步，再也不被鄙夷为肮脏落后的野蛮人了。;;;;;;;;;;;;x
EVTDESC110060_NEWS_TITLE;熊旗起义;;;;;;;;;;;;x
EVTDESC110060_NEWS_LONG;墨西哥再一次因内斗而四分五裂：这次不再是德克萨斯、尤卡坦或里奥格兰德向中央政府宣泄仇恨，而是加利福尼亚选择奋起反抗墨西哥城当局。双方在移民争议、土地分配纠纷和美墨两国间不断升级的紧张关系所引发的冲突中不断消磨着彼此的耐心。出于对美国非法移民不断涌入的顾虑，墨西哥官员在加利福尼亚大庄园主们面前威胁要驱逐美国移民。不再需要什么其他理由了，随后不久，美国移民们单方面宣布成立加利福尼亚共和国从墨西哥独立。;;;;;;;;;;;;x
