﻿#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTNAME96000;战争降临;;;;;;;;;;;;x
EVTDESC96000;$COUNTRY$与世界列强之一处于全面战争状态。在现代，战争荼毒百万，在未来，我国危如累卵。呼唤已经去往$COUNTRY_ADJ$人民：抛开小事，日常生活和个人野心，$COUNTRY$必须团结于此，在生死存亡之时！;;;;;;;;;;;;x
EVTOPTA96000;我们会取得胜利！;;;;;;;;;;;;x
EVTNAME96010;$CAPITAL$条约;;;;;;;;;;;;x
EVTDESC96010;我们战败了，胜利者像秃鹰一般蜂拥而至。我们被迫到谈判桌上接受丧权辱国的条约，帝国解体，割地让人，且不允许任何海外领地的存在。在$COUNTRY$未来的岁月里这一刻将始终挥之不去。;;;;;;;;;;;;x
EVTNAME96004;战争需求;;;;;;;;;;;;x
EVTDESC96004;$COUNTRY$持续不断的战争状态使我们的人民付出了巨大的代价。基本商品的短缺以及未能速战速决已经磨灭了$COUNTRY_ADJ$人民起初迎战的热情。如果事态不马上好转，我们就要面对日益高涨的厌战情绪和国内的动荡不安了。;;;;;;;;;;;;x
EVTOPTA96004;我们将会赢得这场战争！;;;;;;;;;;;;x
EVTNAME96005;一切终将徒劳无益?;;;;;;;;;;;;x
EVTDESC96005;在$CAPITAL$，越来越多的示威游行表明了$COUNTRY_ADJ$人民的普遍态度：尽快让我们摆脱战争。失去了太多，牺牲了太多，这都是为了什么？人民希望回归到日常生活，没有萦绕在脑海中挥之不去的战事。;;;;;;;;;;;;x
EVTOPTA96005;不要失去希望！;;;;;;;;;;;;x
EVTNAME96006;全面崩溃;;;;;;;;;;;;x
EVTDESC96006;说得轻一点，战争时期的努力进展并不顺利。顾问说$COUNTRY$应当求和，不惜一切代价在更糟糕的情况发生之前结束这场战争。人民正在反抗的边缘。我们必须行动！;;;;;;;;;;;;x
EVTOPTA96006;灾难！;;;;;;;;;;;;x
EVTOPTA96010;我们欢迎和平;;;;;;;;;;;;x
EVTNAME96013;$FROMCOUNTRY$解体;;;;;;;;;;;;x
EVTDESC96013;$FROMCOUNTRY$被迫承认战败，我们受邀到谈判桌上就他们帝国潜在的解体一事进行讨论。这可能意味着我们见证了$COUNTRY_ADJ$土地回归于我们，虽然如果我们放弃该领土主权将可能挽救与$FROMCOUNTRY$的关系。;;;;;;;;;;;;x
EVTOPTA96013;我们将出席会谈;;;;;;;;;;;;x
EVTOPTB96013;我们不会出席;;;;;;;;;;;;x
EVTNAME96014;$FROMCOUNTRY$解体;;;;;;;;;;;;x
EVTDESC96014;$FROMCOUNTRY$被迫承认战败，目前条约谈判已开始讨论他们帝国的解体。作为$FROMCOUNTRY$的敌人，我们在谈判桌上有一席之地。至少任何目前被$FROMCOUNTRY_ADJ$非法占领的$COUNTRY_ADJ$土地应被归还。;;;;;;;;;;;;x
EVTOPTA96014;我们只是希望要回我们的土地;;;;;;;;;;;;x
EVTNAME96015;$COUNTRY_ADJ$自由;;;;;;;;;;;;x
EVTDESC96015;$FROMCOUNTRY$的战败使他们不得不来到谈判桌前，有关他们的帝国解体的条约之一就是将我们从他们的直接统治中解放。这将意味着驱逐$FROMCOUNTRY_ADJ$官员，并潜在地将之变为敌人。我们甚至可以以自由为代价只为维持与$FROMCOUNTRY$的紧密关系，尽管这意味着与我们的自由和$FROMCOUNTRY$的敌人的友好失之交臂。;;;;;;;;;;;;x
EVTOPTA96015;$COUNTRY$应获自由;;;;;;;;;;;;x
EVTOPTB96015;$FROMCOUNTRY$是我们的盟友;;;;;;;;;;;;x
EVTNAME96016;$FROMCOUNTRY_ADJ$殖民地;;;;;;;;;;;;x
EVTDESC96016;谈判桌上讨论的话题之一是如何处置$FROMCOUNTRY$的殖民地所有权。他们不该被允许保有这些土地，但是决定如何处理它们并不简单。目前，已经达成协议确定了某些领土的归属，剩余所有领土将要在明年进行协商。;;;;;;;;;;;;x
EVTOPTA96016;我们将尽可能的拿走;;;;;;;;;;;;x
EVTOPTB96016;我们唯一的兴趣就是制约$FROMCOUNTRY_ADJ$国力;;;;;;;;;;;;x
EVTOPTC96016;我们对他们的殖民地没兴趣;;;;;;;;;;;;x
EVTDESC96017;谈判桌上讨论的话题之一是如何处置$FROMCOUNTRY$的殖民地所有权。我们不是大国，就算我们提出要一些殖民地，最终很可能也会无果而终…但是如果我们不做，我们最终肯定是无果而终。即便如此，有所尝试可能会被视为挑衅。;;;;;;;;;;;;x
EVTNAME96020;战争结束;;;;;;;;;;;;x
EVTDESC96020;战争结束后，$COUNTRY_ADJ$人民自发走上了$CAPITAL$的街道庆祝，虽然战争是沉重的，但此时此刻，$COUNTRY$却很高兴能重归安宁;;;;;;;;;;;;x
EVTOPTA96020;$COUNTRY$万岁！;;;;;;;;;;;;x
EVTDESC96022;$FROMCOUNTRY$由苍天所创造，但当权者确定至少某些土地应当属于$COUNTRY$，并且应当归还给我们。$COUNTRY_ADJ$人民为这一消息感到高兴。;;;;;;;;;;;;x
EVTNAME96025;我敌人的敌人;;;;;;;;;;;;x
EVTDESC96025;由于目前我们处于全面战争状态，一种观点也就应运而生，$COUNTRY$应与$FROMCOUNTRY$的敌国接洽，看是否有国家愿意与我们共同对抗他们。这可能意味着与可能从未与我们并肩作战的国家组成非神圣同盟，但老话说的好：“敌人的敌人就是朋友”如果我们要赢得这场对$FROMCOUNTRY$的战争，也许我们不得不对此认真考虑。;;;;;;;;;;;;x
EVTOPTA96025;就这么干！;;;;;;;;;;;;x
EVTOPTB96025;我们不需要更多的盟友;;;;;;;;;;;;x
EVTNAME96030;战争阴霾;;;;;;;;;;;;x
EVTDESC96030;一位来自$FROMCOUNTRY$的外交官带着一个请求与我们接洽：与他们结成同盟，与他们的敌人开战…那个敌人显然不是我们的朋友。虽然同盟并不强迫我们，但真正的问题在于$COUNTRY$到底是不是希望发动战争。如果我们与$FROMCOUNTRY$并肩作战，我们有机会分一杯羹，也有可能与他们一同战败。选择权在我们手上。;;;;;;;;;;;;x
EVTOPTA96030;我们将和$FROMCOUNTRY$结盟;;;;;;;;;;;;x
EVTOPTB96030;我们拒绝;;;;;;;;;;;;x
EVTNAME96031;$FROMCOUNTRY$接受提议;;;;;;;;;;;;x
EVTDESC96031;我们从$FROMCOUNTRY$那里收到消息，他们同意与我们结盟。他们是否真能做到同盟并与我们并肩作战还有待观察。;;;;;;;;;;;;x
EVTOPTA96031;妙！;;;;;;;;;;;;x
EVTNAME96065;太可恶了！;;;;;;;;;;;;x
EVTDESC96065;一件与我们一个敌国发生的外交事件激怒了$COUNTRY_ADJ$公民。几周前，一位被派到$CAPITAL$的公使被指盗取国家机密。结果事实更为严峻，调查揭露了动摇$COUNTRY$社会安定的阴谋，并使之无力抵挡入侵。这件事已经被曝光，首都人民高呼宣战。;;;;;;;;;;;;x
EVTOPTA96065;我们必须不惜一切代价捍卫$COUNTRY_ADJ$利益;;;;;;;;;;;;x
EVTOPTB96065;我们无法承受这样的战争;;;;;;;;;;;;x
EVTNAME96066;暗杀!;;;;;;;;;;;;x
EVTDESC96066;一位优秀公民被政见不同者暗杀一事经过彻查，证实是受到敌对势力的煽动挑唆。这是一连串用于动摇$COUNTRY$社会安定的事件中最近的一件。调查结果已被曝光，大量人群走上$CAPITAL$街头，高呼宣战。;;;;;;;;;;;;x
EVTNAME96070;$COUNTRY_ADJ$殖民地;;;;;;;;;;;;x
EVTDESC96070;根据和平条约，我们必须放弃殖民地和海外领。目前就“分派”给哪国的谈判正在进行。我们所受的羞辱似乎还未完结。;;;;;;;;;;;;x
EVTOPTA96070;瓜分我们帝国的时刻;;;;;;;;;;;;x
EVTNAME96071;$FROMCOUNTRY_ADJ$殖民地转让;;;;;;;;;;;;x
EVTDESC96071;目前谈判仍在进行，探讨哪国将获得$FROMCOUNTRY_ADJ$剩余殖民地和海外领的控制权。;;;;;;;;;;;;x
EVTOPTA96071;我们将接受殖民地的控制权。;;;;;;;;;;;;x
EVTOPTB96071;我们不希望更多的殖民地。;;;;;;;;;;;;x
EVTOPTC96071;我们将跳过当前的殖民地。;;;;;;;;;;;;x
EVTDESC96081;一块$FROMCOUNTRY_ADJ$孤立领土被分给了我们。我们应当考虑是否希望进行管理，因为就目前的边境形势来看掌控这片领土也许会困难重重。但是话说回来，我们真的希望$FROMCOUNTRY$留下它？;;;;;;;;;;;;x
EVTNAME96085;$COUNTRY_ADJ$新政府;;;;;;;;;;;;x
EVTDESC96085;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新任民主政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民质疑外来势力强加的“自由”到底是不是真正的自由。;;;;;;;;;;;;x
EVTOPTA96085;我们欢迎新政权。;;;;;;;;;;;;x
EVTDESC96086;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新兴法西斯政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民似乎已经决定以自由之名推翻它。;;;;;;;;;;;;x
EVTDESC96087;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新任共产主义政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民似乎已经决定以自由之名推翻它。;;;;;;;;;;;;x
EVTNAME96130;恶名的代价;;;;;;;;;;;;x
EVTDESC96130;国际社会对$COUNTRY$的好战风气议论纷纷，有些人讨论建立统一战线抵御$COUNTRY_ADJ$侵略的必要性，甚至有煽动我们自己的公民对抗我们的企图。在未来，我们将不得不小心谨慎，以免面临的不是一个敌人而是世界大国联合对抗我们。;;;;;;;;;;;;x
EVTOPTA96130;就让他们试试吧！;;;;;;;;;;;;x
EVTNAME96131;紧张局势缓解;;;;;;;;;;;;x
EVTDESC96131;世界大国已经注意到$COUNTRY$改变侵略性作风的努力。有些国家提议改善关系，他们的外交官表示希望$COUNTRY$会继续以文明的方式与其他国家相处。;;;;;;;;;;;;x
EVTOPTA96131;谢谢你的信任票。;;;;;;;;;;;;x
EVTNAME96136;$FROMCOUNTRY_ADJ$最后通牒;;;;;;;;;;;;x
EVTDESC96136;$FROMCOUNTRY_ADJ$外交官给我国下了最后通牒：立即肢解$COUNTRY$，否则世界列强将不得不联合对抗我们。他们的要求如下：\n\n1.归还所有征战所得的非法占有领土\n2. 释放目前我国之内所有政治犯\n3. 将所有殖民地和海外领转让给其他大国\n4. $COUNTRY$提出协议，在一段不少于十年的时间内不对任何他国宣战\n\n不言而喻的是，这些要求丧权辱国，我们同意的话，$COUNTRY_ADJ$人民毫无疑问会陷入一片混乱，而如果我们不同意，$COUNTRY$将面对一场我们无力应对的大战。;;;;;;;;;;;;x
EVTOPTA96136;绝不!;;;;;;;;;;;;x
EVTOPTB96136;我们没有选择，只能接受。;;;;;;;;;;;;x
EVTNAME96141;$FROMCOUNTRY$加入战争;;;;;;;;;;;;x
EVTDESC96141;我们收到一封来自$FROMCOUNTRY$的电报：他们已向我国宣战，而且会将战争进行至$COUNTRY$解除武装并服从国际社会的意愿。;;;;;;;;;;;;x
EVTOPTA96141;我们应当看到这一点;;;;;;;;;;;;x
EVTNAME96150;$COUNTRY$凯旋;;;;;;;;;;;;x
EVTDESC96150;我们已经显示了$COUNTRY$锐不可当。我们随心所欲，来自所谓大国的再多异议也无法阻止我们达到目的。目前一片和平，如果其他国家力图阻挠我们实现未来的目标，我们随时奉陪。;;;;;;;;;;;;x
EVTOPTA96150;非常好！;;;;;;;;;;;;x
EVTNAME96090;$COUNTRY_ADJ$君主制终结;;;;;;;;;;;;x
EVTDESC96090;随着$COUNTRY$在最近的战争中战败，$COUNTRY_ADJ$君主制备受责难-- 已经有多次暗杀企图，并且政府内部呼吁君主制下台。公众的意见转向将$COUNTRY$变为民主制这一论调…尽管有些人担心这会使国家陷入进一步的混乱。;;;;;;;;;;;;x
EVT96090OPTA;君主将会流亡。;;;;;;;;;;;;x
EVT96090OPTB;不！君主制将保留。;;;;;;;;;;;;x
EVTNAME96061;$COUNTRY_ADJ$自治领;;;;;;;;;;;;x
EVTDESC96061;我们将作为附庸独立。;;;;;;;;;;;;x
EVTNAME96060;$COUNTRY$授予独立;;;;;;;;;;;;x
EVTDESC96060;自由！;;;;;;;;;;;;x
EVTNAME96019;$COUNTRY_ADJ$殖民地;;;;;;;;;;;;x
EVTDESC96019;我们正在谈判我们的殖民地和海外领土的支付。;;;;;;;;;;;;x
EVT96019OPTA;如果我们必须这样做的话。;;;;;;;;;;;;x
EVTNAME96018;$COUNTRY$授予独立;;;;;;;;;;;;x
EVTDESC96018;自由！;;;;;;;;;;;;x
EVTNAME96012;$COUNTRY$授予独立;;;;;;;;;;;;x
EVTDESC96012;自由！;;;;;;;;;;;;x
EVTNAME96003;召唤盟友刷新;;;;;;;;;;;;x
EVTDESC96003;让AI有机会在战争中召唤所有盟友。;;;;;;;;;;;;x
EVT96003OPTA;停止该死的本地化吧rylock;;;;;;;;;;;;x
EVTNAME96002;召集盟友刷新;;;;;;;;;;;;x
EVTDESC96002;停战后，移除召集盟友的flag。;;;;;;;;;;;;x
EVT96002OPTA;让我们清理干净再用本地化;;;;;;;;;;;;x
EVTNAME96001;召集盟友;;;;;;;;;;;;x
EVTDESC96001;这将在世界大战中召唤所有盟友。;;;;;;;;;;;;x
EVT96001OPTA;让我们看看是不是都到齐了...;;;;;;;;;;;;x
