﻿#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTDESC90005;尽管我们只是想要与$CB_TARGET_NAME$共荣，可他们一直对进入我们的势力范围深感排斥，如今我们的行为还未正当化，他们激烈的反抗让国际舆论对我们非常不满;;;;;;;;;;;;x
EVTNAME4661019;现状;;;;;;;;;;;;x
EVTDESC4661019;现在所有的战争都已结束，恩特雷里奥斯被解放了。再也没有谁能坐在布宜诺斯艾利斯的办公室里压迫阿根廷联邦。;;;;;;;;;;;;x
EVTOPT4661019A;在布宜诺斯艾利斯的霸权开始了;;;;;;;;;;;;x
EVTNAME600074;乌拉圭战败;;;;;;;;;;;;x
EVTDESC600074;里韦拉已经输掉了他发动的战争，我们现在可以让真正的总统奥里贝回到他在乌拉圭政府中该有的位置。;;;;;;;;;;;;x
EVTOPT600074A;让奥里贝担任总统，此外不再干涉。;;;;;;;;;;;;x
EVTOPT600074B;让奥里贝担任总统并保住他的位置。;;;;;;;;;;;;x
EVTOPT600074C;让奥里贝担任总统并逐步控制乌拉圭。;;;;;;;;;;;;x
EVTOPT600074D;不要干涉乌拉圭。;;;;;;;;;;;;x
EVTNAME600075;罗萨斯战败！;;;;;;;;;;;;x
EVTDESC600075;罗萨斯战败后逃离了阿根廷前往英国。奥里贝失去了对总统职位的全部主张后也逃离了这个国家，但这不会消除与布兰科党之间的麻烦事。;;;;;;;;;;;;x
EVTOPT600075A;帮助中央集权派重建阿根廷。;;;;;;;;;;;;x
EVTOPT600075B;不再干涉。;;;;;;;;;;;;x
EVTNAME600076;$YEAR$年停战协议;;;;;;;;;;;;x
EVTDESC600076;乌拉圭和阿根廷同意停战以和平谈判来维持现状。我们驱逐罗萨斯的战争没有成功。;;;;;;;;;;;;x
EVTOPT600076A;该死。;;;;;;;;;;;;x
EVTNAME45103;多米尼加的独立;;;;;;;;;;;;x
EVTDESC45103;自三位一体会成功革命以来我们已经独立了相当长的时间，如今世界各国都将我们视作一个完全独立的国家！;;;;;;;;;;;;x
EVT45103OPTA;多米尼加共和国万岁！;;;;;;;;;;;;x
EVTNAME203770;奴隶人口增加了;;;;;;;;;;;;x
EVTDESC203770;尽管奴隶贸易早已在联合王国的施压下被明文禁止，但我们国家的奴隶数量仍因为人口的自然增长在增加。;;;;;;;;;;;;x
EVTOPTA203770;很好，非常好。;;;;;;;;;;;;x
EVTNAME600050;波兰起义;;;;;;;;;;;;x
EVTDESC600050;当加利西亚（被奥地利瓜分的波兰地区）和克拉科夫在1846年初爆发波兰人起义的时候，很多奥地利人都觉得克拉科夫的独立地位鼓舞了波兰人而且是一个供波兰人组织起义的平台。然而，我们仍然受到《维也纳条约》对我们与普鲁士和罗西亚—起管理克拉科夫的约束。;;;;;;;;;;;;x
EVT600050OPTA;与各国开展一场外交对话。;;;;;;;;;;;;x
EVT600050OPTB;我们才不管普鲁士和罗西亚会怎么看待，我们现在就要行动。;;;;;;;;;;;;x
EVT600050OPTC;别想着革命了，蜉蝣安能撼树？;;;;;;;;;;;;x
EVTNAME600051;克拉科夫起义;;;;;;;;;;;;x
EVTDESC600051;我们这座伟大城市里的波兰贵族和学者正在发起一场革命以复兴波兰，并打破农奴制的枷锁。这种民主运动得到越来越多的支持，一场革命很快就要在波兰人的土地上爆发了。;;;;;;;;;;;;x
EVT600051OPTA;让革命席卷这个城市吧，波兰团结起来了！;;;;;;;;;;;;x
EVT600051OPTB;马上镇压革命以免奥地利人报复。;;;;;;;;;;;;x
EVTNAME600052;关于波兰的问题;;;;;;;;;;;;x
EVTDESC600052;一场从克拉科夫爆发的波兰革命正如野火般威胁着我国。奥地利要求我们帮助镇压这场革命，而且他们认为一切的源头就在克拉科夫，只要我们镇压了那座城市，波兰人的革命将永远不会成功。我们的外交官担心如果我们置之不理，革命的势头将无法遏止。我们该如何回应奥地利的特使？;;;;;;;;;;;;x
EVT600052OPTA;让奥地利知道我们将在这件事上支持它。;;;;;;;;;;;;x
EVT600052OPTB;我们应该遵守维也纳条约，而不是支持奥地利。;;;;;;;;;;;;x
EVTNAME600054;克拉科夫的命运;;;;;;;;;;;;x
EVTDESC600054;罗西亚和普鲁士同意了我们的解决方案。根据提议，我们的军队将可以毫无阻碍地降临到那些波兰叛乱分子的头上。;;;;;;;;;;;;x
EVT600054OPTA;为了皇帝，向克拉科夫前进！;;;;;;;;;;;;x
EVT600054OPTB;仔细想想，我们现在可能承担不起这场战争。;;;;;;;;;;;;x
EVTNAME600055;克拉科夫的命运;;;;;;;;;;;;x
EVTDESC600055;有些国家和势力不同意我们解决波兰反叛的方案，现在马上行动也许会激怒他们，但要是我们什么都不做，那些波兰人想必会变得更为大胆。;;;;;;;;;;;;x
EVT600055OPTA;谁需要他们的允许！我们将进军克拉科夫。;;;;;;;;;;;;x
EVT600055OPTB;也许再观察一下后续发展更为明智。;;;;;;;;;;;;x
EVTNAME600056;波兰民族;;;;;;;;;;;;x
EVTDESC600056;随着在克拉科夫革命的胜利，那座城市已经成为我们眼前最大的阻碍，它煽动着那些波兰公民反抗我们，让我们在那些他们自认为是波兰领土的地方难以行动。我们的外交官说除非那座城市陷落，否则一切都不会结束。;;;;;;;;;;;;x
EVT600056OPTA;可恶！;;;;;;;;;;;;x
EVTNAME600057;科罗拉多的胜利;;;;;;;;;;;;x
EVTDESC600057;科罗拉多的反政府武装逼迫奥里贝总统下台并取代了政府。一度在巴西流亡的弗卢克图奥索·里韦拉已经回归并下次选举前担任临时总统。布兰科的前总统曼努埃尔·奥里贝则不得不向布宜诺斯艾利斯逃亡。里韦拉下令解散国会，呼吁进行选举，并安排之前国内的政客进入上议院。科罗拉多的军事寡头们也放下武装，帮助政府的重建。法兰西和联合王国因为一心想要阿根廷的罗萨斯倒台，也在对此提供帮助。;;;;;;;;;;;;x
EVTOPT600057A;弗卢克图奥索·里韦拉万岁！;;;;;;;;;;;;x
EVTNAME600058;奥里贝的流亡;;;;;;;;;;;;x
EVTDESC600058;被科罗拉多政党废黜的曼努埃尔·奥里贝总统从乌拉圭逃到了阿根廷的布宜诺斯艾利斯市。阿根廷联邦总统兼布宜诺斯艾利斯市行政长官，胡安·曼努埃尔·德·罗萨斯，声明奥里贝才是宪法规定的乌拉圭总统，并授予他阿根廷联邦的军队指挥权。而领导科罗拉多人的乌拉圭临时总统里韦拉则因此对罗萨斯和他的阿根廷联邦极为仇视，认为在过去就是因为他们那些联邦分子在背后支持奥里贝，才最终导致了这个地方意识形态上的分裂。里韦拉现在正对阿根廷的政治逃亡分子提供庇护，那些人在未来可能会给阿根廷带来麻烦。;;;;;;;;;;;;x
EVTOPT600058A;阿根廷将永远不会承认里韦拉政权。;;;;;;;;;;;;x
EVTOPT600058B;最好避免冲突的风险。;;;;;;;;;;;;x
EVTNAME600059;科罗拉多的崛起;;;;;;;;;;;;x
EVTDESC600059;从十九世纪三十年代始，乌拉圭主要的政治势力就分裂为了两个党派，布兰科保守党（布兰科即“blancos”，意为白色，即“白党”）与自由科罗拉多党 （科罗拉多即“coloureds”，通常取“red”，即“红党”）。弗卢克图奥索·里韦拉是红党的领袖，其主要政策围绕着蒙得维的亚的贸易业。白党则由曼努埃尔·奥里贝领导, 致力于保护和发展国内农业。两个党派都是根据他们成员袖章的颜色取名的。 最初红党成员的袖章是蓝色的，但由于其在烈日下容易褪色，于是他们最终把它换成了红色。\n \n 乌拉圭的1830年宪法显然没有预料到这两个政党会反目成仇，并最终导致了少数民族的革命。;;;;;;;;;;;;x
EVTOPT600059A;他们是一群麻烦。;;;;;;;;;;;;x
EVTNAME600060;奥里贝的军队;;;;;;;;;;;;x
EVTDESC600060;随着我们军队的溃败，奥里贝已经趁机占领了乡镇。现在他们正向我们的首都进发。;;;;;;;;;;;;x
EVTOPT600060A;他们不会让我们有好下场的。;;;;;;;;;;;;x
EVTNAME6000061;阿根廷中央派;;;;;;;;;;;;x
EVTDESC6000061;曾经很长一段时间，阿根廷政局上一直存在两种意见。以布宜诺斯艾利斯为阵地的胡安·拉瓦莱是中央派的领导人，他们主张单一制的政体（即只存在一个中央政府）。与他们持相反意见的是阿根廷联邦派，领导者是胡安·曼努埃尔·德·罗萨斯，认为联邦和自治州必须存在。1831年，阿根廷中央派在政治斗争失利后多数被迫逃出国外，此后，联邦派恢复国家联邦法，并在罗萨斯的独裁下统治了阿根廷相当久的时间。我们胜利后，他们选择庇护前总统奥里贝，这导致了他们与我们的对立。我们忠心的军事长官们都认为此时正是联合我们的中央派伙伴，削弱那些联邦派分子的好时机。;;;;;;;;;;;;x
EVTOPT6000061A;马上联系科连特斯总督，赫纳罗·贝龙·德·阿斯特拉达。;;;;;;;;;;;;x
EVTOPT600061B;别了，罗萨斯不敢来干涉我们的。;;;;;;;;;;;;x
EVTNAME600062;阿根廷联邦派;;;;;;;;;;;;x
EVTDESC600062;曾经很长一段时间，阿根廷政局上一直存在两种意见。以布宜诺斯艾利斯为阵地的胡安·拉瓦莱是中央派的领导人，他们主张单一制的政体（即只存在一个中央政府）。与他们持相反意见的是阿根廷联邦派，领导者是胡安·曼努埃尔·德·罗萨斯，认为联邦和自治州必须存在。1831年，阿根廷中央派在政治斗争失利后多数被迫逃出国外，此后，联邦派恢复国家联邦法，并在罗萨斯的独裁下统治了阿根廷相当久的时间。现在我们的乌拉圭红党伙伴战胜了白党，并且承诺帮助我们打败那些联邦派分子，推倒罗萨斯的暴政。;;;;;;;;;;;;x
EVTOPT600062A;告诉他们我们时刻准备着。;;;;;;;;;;;;x
EVTNAME600063;大战;;;;;;;;;;;;x
EVTDESC600063;科连特斯的总督赫纳罗·贝龙·德·阿斯特拉达发誓与我们共同对抗罗萨斯。这是打倒暴政的伟大行动，要是我们此刻退缩，我们的政府将被其他国家看不起。法兰西与联合王国已经与罗萨斯政权相耗了很久，所以他们肯定会帮助我们。;;;;;;;;;;;;x
EVTOPT600063A;让我们的军事长官们马上进军。罗萨斯政权必亡。;;;;;;;;;;;;x
EVTOPT600063B;还是太危险了。我们不会与他们开战。;;;;;;;;;;;;x
EVTOPT600063C;再等等，机会很快就要来了。;;;;;;;;;;;;x
EVTNAME600064;里韦拉的退缩;;;;;;;;;;;;x
EVTDESC600064;虽然乌拉圭的现总统里韦拉不敢立即与罗萨斯开战，但罗萨斯知道他在想什么，他们互相之间积怨已深，这样下去迟早会爆发一场大战。;;;;;;;;;;;;x
EVTOPT600064A;战斗到最后一刻！;;;;;;;;;;;;x
EVTOPT600064B;也许是时候退位了。;;;;;;;;;;;;x
EVTNAME600065;乌拉圭的侵略;;;;;;;;;;;;x
EVTDESC600065;乌拉圭的现总统里韦拉确信赫纳罗·贝龙·德·阿斯特拉达总督，与他的科连特斯地区将对我们的布宜诺斯艾利斯发动一场反抗战争。乌拉圭也已经准备好对我们开战并扬言要推倒罗萨斯。;;;;;;;;;;;;x
EVTOPT600065A;一群傻瓜！;;;;;;;;;;;;x
EVTNAME600066;意大利外籍军团;;;;;;;;;;;;x
EVTDESC600066;朱塞佩·加里波第是意大利的革命领袖，近日他与他的妻子到达了我们的蒙得维的亚。作为一名忠实的反暴政斗士，他表示愿意在奥里贝和罗萨斯的攻势下保护蒙得维的亚，并率领一个外籍军团加入我们与罗萨斯的战斗。此外，我们被建议采用白党以前废除乌拉圭奴隶制的计划，这样我们就可以有更多的士兵加入战斗。;;;;;;;;;;;;x
EVTOPT600066A;我们欢迎他和他的士兵。;;;;;;;;;;;;x
EVTOPT600066B;我们不需要任何帮助。;;;;;;;;;;;;x
EVTNAME600067;蒙得维的亚防线;;;;;;;;;;;;x
EVTDESC600067;加里波第的意大利外籍军团已经构筑好了蒙得维的亚地区的军事掩体，显然这有助于我们赢得这场战争。;;;;;;;;;;;;x
EVTOPT600067A;棒极了！;;;;;;;;;;;;x
EVTNAME600068;加里波第军占领了一个省份;;;;;;;;;;;;x
EVTDESC600068;意大利军团击退了敌人，并把所占的省份交还给了我们。;;;;;;;;;;;;x
EVTOPT600068A;太强了！;;;;;;;;;;;;x
EVTNAME600069;白党失败;;;;;;;;;;;;x
EVTDESC600069;经过长年累月的斗争，乌拉圭白党的气数已尽。革命与内战的火焰正在熄灭，我们的国家正在走向统一。;;;;;;;;;;;;x
EVTOPT600069A;终于结束了。;;;;;;;;;;;;x
EVTNAME600070;巴西的调停;;;;;;;;;;;;x
EVTDESC600070;我们与阿根廷和白党的战争已经持续太久了，我们国内的人民迫切需要全面的和平。我们发现巴西人似乎也对这场战争有些兴趣，也许他们可以帮助我们。巴西人告诉我们的外交官他们的条件是：我们给予他们乌拉圭河的自由航行权，各类税款和贸易上的优惠，并放弃我们对南里奥格兰德边境的主张，当然，我们还要给他们干涉我们内部事务的权力。\n\n答应巴西人的提议无疑能让局势倾向于我们，否则他们也有可能成为敌人。;;;;;;;;;;;;x
EVTOPT600070A;我确信不会有问题，让他们帮我们。;;;;;;;;;;;;x
EVTOPT600070B;我们自己就能解决。;;;;;;;;;;;;x
EVTNAME600071;乌拉圭请求我们的帮助;;;;;;;;;;;;x
EVTDESC600071;长久以来，乌拉圭的政局动荡不堪。正与它开战的乌拉圭白党和阿根廷我们都不太喜欢，但现在乌拉圭似乎深陷苦战，并请求我们的帮助，作为交换，他们提出了很多诱人条件，诸如给予我们乌拉圭河的自由航行权，各类税款和贸易上的优惠，并表明他们可以放弃对南里奥格兰德边境的主张，给我们干涉他们内部事务的权力。答应他们无疑会增进我们之间的关系，更有利于建立南部大陆的巴西霸权。;;;;;;;;;;;;x
EVTOPT600071A;同意他们的提议。;;;;;;;;;;;;x
EVTOPT600071B;我们现在没力气帮他们。;;;;;;;;;;;;x
EVTNAME600072;势力影响;;;;;;;;;;;;x
EVTDESC600072;经过多年的权力斗争，红党和白党都对混乱感到厌倦。$YEAR$年，他们达成了一个界定影响范围的协议：红党将控制蒙得维的亚和沿海地区，白党将以其农业庄园统治腹地。此外，白党还获得了一大笔补偿，以弥补他们在蒙得维的亚的资产损失。;;;;;;;;;;;;x
EVTOPT600072A;我们终于可以享受片刻和平了。;;;;;;;;;;;;x
EVTOPT600072B;没必要。我们现任政府将始终拥有权力。;;;;;;;;;;;;x
EVTNAME600073;势力影响;;;;;;;;;;;;x
EVTDESC600073;白党和红党终于学会了分享政治权力。这将大大减少双方之间的针锋相对。;;;;;;;;;;;;x
EVTOPT600073A;乌拉圭可以安定下来了。;;;;;;;;;;;;x
EVTNAME700000;弗朗西亚之死;;;;;;;;;;;;x
EVTDESC700000;巴拉圭最高独裁者何塞·加斯帕尔·罗德里格斯·德·弗朗西亚采取了几项预防暗杀的措施。他会自己锁上宫殿门，展开他妹妹制作的雪茄，以确保没有毒药，准备自己的巴拉狗伴侣，并枕着手枪睡觉。没有人可以在他的六步之内，甚至在他附近拄着拐杖。每当他出去骑马时，他都会沿着路线连根拔起所有灌木和树木，这样刺客就无法掩饰。所有百叶窗都必须关闭，行人在经过时不得不在他面前匍匐前进。意识到自己将死，他销毁了所有的文件，拒绝医疗援助，甚至用他的刀子猛砍医生。就在这一天，弗朗西亚屏住了呼吸，离开了人世。弗朗西亚离开时，国库里的钱至少是他上任时的两倍，包括他未用工资中的36500比索，相当于几年的工资。他死后，他的女儿烧毁了他所有的家具。;;;;;;;;;;;;x
EVTOPT700000A;一个时代的结束。;;;;;;;;;;;;x
EVTNAME700001;卡洛斯·洛佩斯的崛起;;;;;;;;;;;;x
